"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url_sample","Input.image_url0","Input.image_url1","Input.image_url2","Input.image_url3","Input.image_url4","Input.image_url5","Input.image_url6","Input.image_url7","Input.image_url8","Input.image_url9","Answer.f0","Answer.f1","Answer.f2","Answer.f3","Answer.formseq","Answer.timeseq","Approve","Reject"
"34O39PNDK6TRRPXVDM122ISBQBRBRN","3MLGQ9U1F3RHY03QV6JZLL4BHG7RJA","Guess the weights and heights of people","Guess the weight and height of a person based on their photo. You can double your reward with a bonus. Working time: around one minute.","image, person, weight, height, guessing, estimation","$0.10","Mon Jul 23 01:18:12 PDT 2018","9","BatchId:3312415;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 30 01:18:12 PDT 2018","","","37UQDCYH6YGZ448GZRZXNXR6GID7VD","AUFY8NNDMV54S","Submitted","Mon Jul 23 01:27:24 PDT 2018","Mon Jul 23 01:34:09 PDT 2018","Thu Jul 26 01:34:09 PDT 2018","","","","405","0% (0/0)","0% (0/0)","0% (0/0)","https://i.imgur.com/ANGWJ2i.jpg","https://i.imgur.com/pgr4HyG.jpg","https://i.imgur.com/wCsyIuP.jpg","https://i.imgur.com/cMXW6yL.jpg","https://i.imgur.com/Ld7HRAe.jpg","https://i.imgur.com/ElVYGuk.jpg","https://i.imgur.com/abepsp4.jpg","https://i.imgur.com/E5B6Z8U.jpg","https://i.imgur.com/ptHsbWo.jpg","https://i.imgur.com/1jSZson.jpg","https://i.imgur.com/FxdlZfw.jpg","98,95,95,95,95,95,75,75,75,75,","216,209,209,209,209,209,165,165,165,165,","175,175,175,135,135,175,136,135,135,135,","5'9"",5'9"",5'9"",4'5"",4'5"",5'9"",4'6"",4'5"",4'5"",4'5"",",",,,,,,,,,","1532334557555,1532334566448,1532334750975,1532334756486,1532334767063,1532334775646,1532334788904,1532334825799,1532334833678,1532334839806,1532334848011,"
"34O39PNDK6TRRPXVDM122ISBQBRBRN","3MLGQ9U1F3RHY03QV6JZLL4BHG7RJA","Guess the weights and heights of people","Guess the weight and height of a person based on their photo. You can double your reward with a bonus. Working time: around one minute.","image, person, weight, height, guessing, estimation","$0.10","Mon Jul 23 01:18:12 PDT 2018","9","BatchId:3312415;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 30 01:18:12 PDT 2018","","","3H0W84IWBLNSKC69DF8TSAUKHZ4ERD","A7JIY8AH7GTEF","Submitted","Mon Jul 23 01:24:11 PDT 2018","Mon Jul 23 01:32:15 PDT 2018","Thu Jul 26 01:32:15 PDT 2018","","","","484","100% (2/2)","0% (0/0)","0% (0/0)","https://i.imgur.com/ANGWJ2i.jpg","https://i.imgur.com/pgr4HyG.jpg","https://i.imgur.com/wCsyIuP.jpg","https://i.imgur.com/cMXW6yL.jpg","https://i.imgur.com/Ld7HRAe.jpg","https://i.imgur.com/ElVYGuk.jpg","https://i.imgur.com/abepsp4.jpg","https://i.imgur.com/E5B6Z8U.jpg","https://i.imgur.com/ptHsbWo.jpg","https://i.imgur.com/1jSZson.jpg","https://i.imgur.com/FxdlZfw.jpg","45,68,86,75,42,85,100,86,98,48,","99,150,190,165,93,187,220,190,216,106,","178,180,182,179,174,180,177,182,175,176,","5'10"",5'11"",6'0"",5'10"",5'9"",5'11"",5'10"",6'0"",5'9"",5'9"",",",,,,,,,,,","1532334569097,1532334584721,1532334612278,1532334624800,1532334646775,1532334657448,1532334678031,1532334691665,1532334703712,1532334724841,1532334733831,"
"34O39PNDK6TRRPXVDM122ISBQBRBRN","3MLGQ9U1F3RHY03QV6JZLL4BHG7RJA","Guess the weights and heights of people","Guess the weight and height of a person based on their photo. You can double your reward with a bonus. Working time: around one minute.","image, person, weight, height, guessing, estimation","$0.10","Mon Jul 23 01:18:12 PDT 2018","9","BatchId:3312415;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 30 01:18:12 PDT 2018","","","3IRIK4HM3B5K1VOBP0Z0RR3L00DC6K","A36WLGFSYDQAS7","Submitted","Mon Jul 23 01:23:50 PDT 2018","Mon Jul 23 01:28:04 PDT 2018","Thu Jul 26 01:28:04 PDT 2018","","","","254","100% (2/2)","0% (0/0)","0% (0/0)","https://i.imgur.com/ANGWJ2i.jpg","https://i.imgur.com/pgr4HyG.jpg","https://i.imgur.com/wCsyIuP.jpg","https://i.imgur.com/cMXW6yL.jpg","https://i.imgur.com/Ld7HRAe.jpg","https://i.imgur.com/ElVYGuk.jpg","https://i.imgur.com/abepsp4.jpg","https://i.imgur.com/E5B6Z8U.jpg","https://i.imgur.com/ptHsbWo.jpg","https://i.imgur.com/1jSZson.jpg","https://i.imgur.com/FxdlZfw.jpg","70,75,98,80,80,95,95,80,92,70,","154,165,216,176,176,209,209,176,203,154,","180,167,175,180,175,165,185,198,175,176,","5'11"",5'6"",5'9"",5'11"",5'9"",5'5"",6'1"",6'6"",5'9"",5'9"",",",,,,,,,,,","1532334283956,1532334347559,1532334364703,1532334384907,1532334402475,1532334417710,1532334429095,1532334441055,1532334456091,1532334466788,1532334483784,"
"34O39PNDK6TRRPXVDM122ISBQBRBRN","3MLGQ9U1F3RHY03QV6JZLL4BHG7RJA","Guess the weights and heights of people","Guess the weight and height of a person based on their photo. You can double your reward with a bonus. Working time: around one minute.","image, person, weight, height, guessing, estimation","$0.10","Mon Jul 23 01:18:12 PDT 2018","9","BatchId:3312415;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 30 01:18:12 PDT 2018","","","3JMSRU9HQJFKDJNQMZD3T7JN25HEV6","A2QG1N2LFV0VXW","Submitted","Mon Jul 23 01:24:39 PDT 2018","Mon Jul 23 01:27:54 PDT 2018","Thu Jul 26 01:27:54 PDT 2018","","","","195","0% (0/0)","0% (0/0)","0% (0/0)","https://i.imgur.com/ANGWJ2i.jpg","https://i.imgur.com/pgr4HyG.jpg","https://i.imgur.com/wCsyIuP.jpg","https://i.imgur.com/cMXW6yL.jpg","https://i.imgur.com/Ld7HRAe.jpg","https://i.imgur.com/ElVYGuk.jpg","https://i.imgur.com/abepsp4.jpg","https://i.imgur.com/E5B6Z8U.jpg","https://i.imgur.com/ptHsbWo.jpg","https://i.imgur.com/1jSZson.jpg","https://i.imgur.com/FxdlZfw.jpg","75,78,75,76,68,80,85,80,90,80,","165,176,165,168,150,176,187,176,198,176,","165,170,172,178,160,179,164,164,162,168,","5'5"",5'7"",5'8"",5'10"",5'3"",5'10"",5'5"",5'5"",5'4"",5'6"",",",,,,,,,,,","1532334291930,1532334329756,1532334340971,1532334360010,1532334378906,1532334400706,1532334425242,1532334439433,1532334449953,1532334461704,1532334472200,"
"34O39PNDK6TRRPXVDM122ISBQBRBRN","3MLGQ9U1F3RHY03QV6JZLL4BHG7RJA","Guess the weights and heights of people","Guess the weight and height of a person based on their photo. You can double your reward with a bonus. Working time: around one minute.","image, person, weight, height, guessing, estimation","$0.10","Mon Jul 23 01:18:12 PDT 2018","9","BatchId:3312415;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 30 01:18:12 PDT 2018","","","3LQ8PUHQFMDRBNUSDTMQZLQ6MJDHIS","A1F3PHQIZ422H5","Submitted","Mon Jul 23 01:26:22 PDT 2018","Mon Jul 23 01:28:55 PDT 2018","Thu Jul 26 01:28:55 PDT 2018","","","","153","100% (7/7)","0% (0/0)","0% (0/0)","https://i.imgur.com/ANGWJ2i.jpg","https://i.imgur.com/pgr4HyG.jpg","https://i.imgur.com/wCsyIuP.jpg","https://i.imgur.com/cMXW6yL.jpg","https://i.imgur.com/Ld7HRAe.jpg","https://i.imgur.com/ElVYGuk.jpg","https://i.imgur.com/abepsp4.jpg","https://i.imgur.com/E5B6Z8U.jpg","https://i.imgur.com/ptHsbWo.jpg","https://i.imgur.com/1jSZson.jpg","https://i.imgur.com/FxdlZfw.jpg","50,55,70,60,50,90,95,60,100,80,","110,121,154,132,110,198,209,132,220,176,","150,155,166,170,170,180,140,165,150,170,","4'11"",5'1"",5'5"",5'7"",5'7"",5'11"",4'7"",5'5"",4'11"",5'7"",",",,,,,,,,,","1532334393840,1532334426345,1532334434817,1532334449103,1532334458951,1532334471440,1532334482274,1532334492088,1532334501753,1532334514593,1532334533202,"
"34O39PNDK6TRRPXVDM122ISBQBRBRN","3MLGQ9U1F3RHY03QV6JZLL4BHG7RJA","Guess the weights and heights of people","Guess the weight and height of a person based on their photo. You can double your reward with a bonus. Working time: around one minute.","image, person, weight, height, guessing, estimation","$0.10","Mon Jul 23 01:18:12 PDT 2018","9","BatchId:3312415;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 30 01:18:12 PDT 2018","","","3OHYZ19UGDQMXMXH5IP32WZOLXMAO5","A18RF6O02KK5I5","Submitted","Mon Jul 23 01:27:46 PDT 2018","Mon Jul 23 01:42:56 PDT 2018","Thu Jul 26 01:42:56 PDT 2018","","","","910","0% (0/0)","0% (0/0)","0% (0/0)","https://i.imgur.com/ANGWJ2i.jpg","https://i.imgur.com/pgr4HyG.jpg","https://i.imgur.com/wCsyIuP.jpg","https://i.imgur.com/cMXW6yL.jpg","https://i.imgur.com/Ld7HRAe.jpg","https://i.imgur.com/ElVYGuk.jpg","https://i.imgur.com/abepsp4.jpg","https://i.imgur.com/E5B6Z8U.jpg","https://i.imgur.com/ptHsbWo.jpg","https://i.imgur.com/1jSZson.jpg","https://i.imgur.com/FxdlZfw.jpg","80,85,90,90,70,75,100,80,85,85,","176,187,198,198,154,165,220,176,187,187,","178,175,176,175,176,178,175,176,175,175,","5'10"",5'9"",5'9"",5'9"",5'9"",5'10"",5'9"",5'9"",5'9"",5'9"",",",,,,,,,,,","1532335224896,1532335240476,1532335264793,1532335286411,1532335298029,1532335310082,1532335324250,1532335341160,1532335357744,1532335364088,1532335372137,"
"34O39PNDK6TRRPXVDM122ISBQBRBRN","3MLGQ9U1F3RHY03QV6JZLL4BHG7RJA","Guess the weights and heights of people","Guess the weight and height of a person based on their photo. You can double your reward with a bonus. Working time: around one minute.","image, person, weight, height, guessing, estimation","$0.10","Mon Jul 23 01:18:12 PDT 2018","9","BatchId:3312415;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 30 01:18:12 PDT 2018","","","3QAVNHZ3ENPER1UKSQ9BAFVUQSHALO","A241K3CXIR4129","Submitted","Mon Jul 23 01:27:45 PDT 2018","Mon Jul 23 01:30:00 PDT 2018","Thu Jul 26 01:30:00 PDT 2018","","","","135","100% (17/17)","0% (0/0)","0% (0/0)","https://i.imgur.com/ANGWJ2i.jpg","https://i.imgur.com/pgr4HyG.jpg","https://i.imgur.com/wCsyIuP.jpg","https://i.imgur.com/cMXW6yL.jpg","https://i.imgur.com/Ld7HRAe.jpg","https://i.imgur.com/ElVYGuk.jpg","https://i.imgur.com/abepsp4.jpg","https://i.imgur.com/E5B6Z8U.jpg","https://i.imgur.com/ptHsbWo.jpg","https://i.imgur.com/1jSZson.jpg","https://i.imgur.com/FxdlZfw.jpg","48,80,96,80,65,70,110,75,120,100,","106,176,212,176,143,154,243,165,265,220,","180,176,178,180,180,178,160,180,180,188,","5'11"",5'9"",5'10"",5'11"",5'11"",5'10"",5'3"",5'11"",5'11"",6'2"",",",,,,,,,,,","1532334502301,1532334518300,1532334524923,1532334533979,1532334541323,1532334559706,1532334567321,1532334577993,1532334586386,1532334593441,1532334598888,"
"34O39PNDK6TRRPXVDM122ISBQBRBRN","3MLGQ9U1F3RHY03QV6JZLL4BHG7RJA","Guess the weights and heights of people","Guess the weight and height of a person based on their photo. You can double your reward with a bonus. Working time: around one minute.","image, person, weight, height, guessing, estimation","$0.10","Mon Jul 23 01:18:12 PDT 2018","9","BatchId:3312415;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 30 01:18:12 PDT 2018","","","3TXWC2NHN0BNQVF5KTSCQ6Y5C479SM","A3EL0EEIRKNWZW","Submitted","Mon Jul 23 01:25:09 PDT 2018","Mon Jul 23 01:31:29 PDT 2018","Thu Jul 26 01:31:29 PDT 2018","","","","380","100% (7/7)","0% (0/0)","0% (0/0)","https://i.imgur.com/ANGWJ2i.jpg","https://i.imgur.com/pgr4HyG.jpg","https://i.imgur.com/wCsyIuP.jpg","https://i.imgur.com/cMXW6yL.jpg","https://i.imgur.com/Ld7HRAe.jpg","https://i.imgur.com/ElVYGuk.jpg","https://i.imgur.com/abepsp4.jpg","https://i.imgur.com/E5B6Z8U.jpg","https://i.imgur.com/ptHsbWo.jpg","https://i.imgur.com/1jSZson.jpg","https://i.imgur.com/FxdlZfw.jpg","63,79,80,74,55,72,82,79,85,70,","139,174,176,163,121,159,181,174,187,154,","165,164,163,163,159,162,159,161,159,159,","5'5"",5'5"",5'4"",5'4"",5'3"",5'4"",5'3"",5'3"",5'3"",5'3"",",",,,,,,,,,","1532334363641,1532334464506,1532334501650,1532334534250,1532334564520,1532334589798,1532334617006,1532334642558,1532334662052,1532334674755,1532334688043,"
"34O39PNDK6TRRPXVDM122ISBQBRBRN","3MLGQ9U1F3RHY03QV6JZLL4BHG7RJA","Guess the weights and heights of people","Guess the weight and height of a person based on their photo. You can double your reward with a bonus. Working time: around one minute.","image, person, weight, height, guessing, estimation","$0.10","Mon Jul 23 01:18:12 PDT 2018","9","BatchId:3312415;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 30 01:18:12 PDT 2018","","","3X4JMASXCNU6DFAQ9BNO76NC5CR0B0","AWDSIX3ULD32V","Submitted","Mon Jul 23 01:28:03 PDT 2018","Mon Jul 23 01:38:14 PDT 2018","Thu Jul 26 01:38:14 PDT 2018","","","","611","0% (0/0)","0% (0/0)","0% (0/0)","https://i.imgur.com/ANGWJ2i.jpg","https://i.imgur.com/pgr4HyG.jpg","https://i.imgur.com/wCsyIuP.jpg","https://i.imgur.com/cMXW6yL.jpg","https://i.imgur.com/Ld7HRAe.jpg","https://i.imgur.com/ElVYGuk.jpg","https://i.imgur.com/abepsp4.jpg","https://i.imgur.com/E5B6Z8U.jpg","https://i.imgur.com/ptHsbWo.jpg","https://i.imgur.com/1jSZson.jpg","https://i.imgur.com/FxdlZfw.jpg","65,89,92,89,50,95,95,91,95,92,","143,196,203,196,110,209,209,201,209,203,","164,167,174,167,174,176,172,175,176,174,","5'5"",5'6"",5'9"",5'6"",5'9"",5'9"",5'8"",5'9"",5'9"",5'9"",",",,,,,,,,,","1532334961486,1532334969003,1532334976785,1532334982992,1532334996925,1532335006730,1532335087810,1532335097779,1532335108338,1532335118547,1532335127793,"
"3MVY4USGB68DFCBEYLTOEF1K73UISR","3MLGQ9U1F3RHY03QV6JZLL4BHG7RJA","Guess the weights and heights of people","Guess the weight and height of a person based on their photo. You can double your reward with a bonus. Working time: around one minute.","image, person, weight, height, guessing, estimation","$0.10","Mon Jul 23 01:18:12 PDT 2018","9","BatchId:3312415;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 30 01:18:12 PDT 2018","","","32Z9ZLUT1M51795VBOZVJIMSYSCHON","A1XJ1HM70IX4AQ","Submitted","Mon Jul 23 01:26:47 PDT 2018","Mon Jul 23 01:30:20 PDT 2018","Thu Jul 26 01:30:20 PDT 2018","","","","213","0% (0/0)","0% (0/0)","0% (0/0)","https://i.imgur.com/ANGWJ2i.jpg","https://i.imgur.com/Vp253NI.jpg","https://i.imgur.com/2WPTPY3.jpg","https://i.imgur.com/VKMbhmu.jpg","https://i.imgur.com/mpzkvkn.jpg","https://i.imgur.com/E6IfcLw.jpg","https://i.imgur.com/1axtDYv.jpg","https://i.imgur.com/W6jazfl.jpg","https://i.imgur.com/PvzO1tf.jpg","https://i.imgur.com/kXNSjA9.jpg","https://i.imgur.com/AVhyHQq.jpg","78,90,80,90,85,80,92,80,82,98,","172,198,176,198,187,176,203,176,181,216,","178,170,175,178,183,178,173,178,183,180,","5'10"",5'7"",5'9"",5'10"",6'0"",5'10"",5'8"",5'10"",6'0"",5'11"",","0033333,00333,00333,00333333,003333,003333,000333,003333,003333,0003333","1532334444380,1532334474913,1532334487647,1532334504117,1532334524282,1532334547892,1532334559466,1532334573454,1532334583960,1532334602862,1532334618344,"
